word,part_of_speech,phonetic,definition,example,synonyms,antonyms,usage_notes,audio_url,image_url,level
peak,noun,/piːk/,某物的顶端或极点（通常指山或丘陵）；从山顶俯瞰的景色壮丽；他们攀爬至莫纳德诺克山的顶峰；该区域在顶点处仅有几个分子宽度。,,extremum;flower;prime;heyday;bloom;blossom;efflorescence;flush;acme;height;elevation;pinnacle;summit;superlative;meridian;tiptop;top;crown;crest;tip;point;vertex;apex;bill;eyeshade;visor;vizor,,time period | degree | topographic point | convex shape | extreme point | brim | golden age | hilltop;mountain peak;pinnacle | cusp;head;widow's peak | crown;roof peak | hypernyms:limit;time period;degree;topographic point;convex shape;extreme point;brim | hyponyms:maximum;minimum;golden age;hilltop;mountain peak;pinnacle;cusp;head;widow's peak;crown;roof peak,,,托福雅思词汇
peripheral,noun,/pəˈrɪf(ə)rəl/,计算机CPU电路板外部的电子设备；磁盘驱动器和打印机是重要的外围设备。,,computer peripheral;peripheral device,,hypernyms:electronic equipment | hyponyms:data input device;output device;printer,,,托福雅思词汇
phase,noun,feɪz,月相,,stage;form;phase angle,,state of matter | point | appearance | dispersed phase;dispersing phase | phase of the moon | hypernyms:time period;state of matter;point;appearance | hyponyms:anal stage;apogee;chapter;diakinesis;diplotene;fertile period;generation;genital stage;incubation;latency stage;leptotene;menstrual phase;musth;oral stage;pachytene;phallic stage;phase of cell division;safe period;secretory phase;seedtime;zygotene;dispersed phase;dispersing phase;phase of the moon,,,托福雅思词汇
phase,noun,feɪz,（物理化学）系统中物质的一种独特状态；具有相同化学组成和物理状态，并通过相边界与其他物质分离的物质；反应发生在系统的液相中。,,stage;form;phase angle,,state of matter | point | appearance | dispersed phase;dispersing phase | phase of the moon | hypernyms:time period;state of matter;point;appearance | hyponyms:anal stage;apogee;chapter;diakinesis;diplotene;fertile period;generation;genital stage;incubation;latency stage;leptotene;menstrual phase;musth;oral stage;pachytene;phallic stage;phase of cell division;safe period;secretory phase;seedtime;zygotene;dispersed phase;dispersing phase;phase of the moon,,,托福雅思词汇
phase,noun,feɪz,周期中的特定时刻；以某个任意零点为基准测量，并以角度表示。,,stage;form;phase angle,,state of matter | point | appearance | dispersed phase;dispersing phase | phase of the moon | hypernyms:time period;state of matter;point;appearance | hyponyms:anal stage;apogee;chapter;diakinesis;diplotene;fertile period;generation;genital stage;incubation;latency stage;leptotene;menstrual phase;musth;oral stage;pachytene;phallic stage;phase of cell division;safe period;secretory phase;seedtime;zygotene;dispersed phase;dispersing phase;phase of the moon,,,托福雅思词汇
phase,noun,feɪz,在事件序列中的任何特定时间段；我们正处于一个过渡阶段，许多旧观念必须被修正或摒弃。,,stage;form;phase angle,,state of matter | point | appearance | dispersed phase;dispersing phase | phase of the moon | hypernyms:time period;state of matter;point;appearance | hyponyms:anal stage;apogee;chapter;diakinesis;diplotene;fertile period;generation;genital stage;incubation;latency stage;leptotene;menstrual phase;musth;oral stage;pachytene;phallic stage;phase of cell division;safe period;secretory phase;seedtime;zygotene;dispersed phase;dispersing phase;phase of the moon,,,托福雅思词汇
poll,noun,pəʊl,计票（如选举中）,,opinion poll;public opinion poll;canvass;pate;crown;poll parrot,,top | parrot | count | tonsure | hypernyms:inquiry;top;parrot;count | hyponyms:exit poll;straw vote;tonsure,,,托福雅思词汇
poll,noun,pəʊl,驯服的鹦鹉,,opinion poll;public opinion poll;canvass;pate;crown;poll parrot,,top | parrot | count | tonsure | hypernyms:inquiry;top;parrot;count | hyponyms:exit poll;straw vote;tonsure,,,托福雅思词汇
poll,noun,pəʊl,两耳之间的头部区域,,opinion poll;public opinion poll;canvass;pate;crown;poll parrot,,top | parrot | count | tonsure | hypernyms:inquiry;top;parrot;count | hyponyms:exit poll;straw vote;tonsure,,,托福雅思词汇
poll,noun,pəʊl,民意调查,,opinion poll;public opinion poll;canvass;pate;crown;poll parrot,,top | parrot | count | tonsure | hypernyms:inquiry;top;parrot;count | hyponyms:exit poll;straw vote;tonsure,,,托福雅思词汇
poverty,noun,/ˈpɒvəti/,贫穷,,poorness;impoverishment,wealth,hypernyms:financial condition | hyponyms:destitution;impecuniousness;indigence;privation,,,托福雅思词汇
praise,noun,/preɪz/,一种赞许和表扬的表达；他总是欣赏对自己工作的赞扬。,,congratulations;kudos;extolment,,worship | hallelujah | hypernyms:approval;worship | hyponyms:compliment;encomium;eulogy;recommendation;superlative;hallelujah,,,托福雅思词汇
praise,noun,/preɪz/,献上颂词以示敬拜；他们唱了一首赞美上帝的圣歌。,,congratulations;kudos;extolment,,worship | hallelujah | hypernyms:approval;worship | hyponyms:compliment;encomium;eulogy;recommendation;superlative;hallelujah,,,托福雅思词汇
preserve,noun,/prɪˈzɜːv/,动物保护区,,conserve;conserves;preserves,,reservation | confiture | apple butter;chowchow;jam;jelly;lemon curd;marmalade | hypernyms:sphere;reservation;confiture | hyponyms:shooting preserve;apple butter;chowchow;jam;jelly;lemon curd;marmalade,,,托福雅思词汇
preserve,noun,/prɪˈzɜːv/,一个似乎专为某人保留的领域；医学已不再是男性的专属领域。,,conserve;conserves;preserves,,reservation | confiture | apple butter;chowchow;jam;jelly;lemon curd;marmalade | hypernyms:sphere;reservation;confiture | hyponyms:shooting preserve;apple butter;chowchow;jam;jelly;lemon curd;marmalade,,,托福雅思词汇
pressing,noun,ˈprɛsɪŋ,机械冲压成型的金属或塑料部件,,press;pressure,,part | hypernyms:push;part | hyponyms:compression;impression,,,托福雅思词汇
primary,noun,/ˈpraɪməri/,初选，即选举代表或提名候选人的预备性投票。,,primary election;primary feather;primary quill;primary coil;primary winding,,flight feather | celestial body | coil | hypernyms:election;flight feather;celestial body;coil | hyponyms:direct primary,,,托福雅思词汇
primary,noun,/ˈpraɪməri/,鸟翼外缘的主要飞羽之一,,primary election;primary feather;primary quill;primary coil;primary winding,,flight feather | celestial body | coil | hypernyms:election;flight feather;celestial body;coil | hyponyms:direct primary,,,托福雅思词汇
primary,noun,/ˈpraɪməri/,（天文学）相对于其轨道上其他天体的一个天体（尤指恒星）,,primary election;primary feather;primary quill;primary coil;primary winding,,flight feather | celestial body | coil | hypernyms:election;flight feather;celestial body;coil | hyponyms:direct primary,,,托福雅思词汇
prior,noun,/ˈpraɪə/,修道院院长之下，副院长为宗教团体之首。,,,,hypernyms:superior,,,托福雅思词汇
productivity,noun,/pɹɒdʌkˈtɪvɪti/,单位时间内产出数量与质量同劳动投入之比,,productiveness,unproductiveness,ratio | hypernyms:fruitfulness;ratio,,,托福雅思词汇
proximity,noun,/prɒkˈsɪmɪti/,紧密性,,propinquity;law of proximity,,vicinity | gestalt law of organization | hypernyms:nearness;vicinity;gestalt law of organization | hyponyms:presence,,,托福雅思词汇
proximity,noun,/prɒkˈsɪmɪti/,接近性原则（格式塔组织原则之一），指在空间或时间上相近的物体或事件，在其他条件相同时，容易被感知为一个整体单元。,,propinquity;law of proximity,,vicinity | gestalt law of organization | hypernyms:nearness;vicinity;gestalt law of organization | hyponyms:presence,,,托福雅思词汇
proximity,noun,/prɒkˈsɪmɪti/,周围区域,,propinquity;law of proximity,,vicinity | gestalt law of organization | hypernyms:nearness;vicinity;gestalt law of organization | hyponyms:presence,,,托福雅思词汇
quarrel,noun,/ˈkwɒrəl/,弩箭；箭镞呈四棱形,,wrangle;row;words;run-in;dustup,,arrow | hypernyms:dispute;arrow | hyponyms:affray;bicker;bust-up,,,托福雅思词汇
quarrel,noun,/ˈkwɒrəl/,激烈争吵；他们发生了争执；他们吵了一架。,,wrangle;row;words;run-in;dustup,,arrow | hypernyms:dispute;arrow | hyponyms:affray;bicker;bust-up,,,托福雅思词汇
range,noun,/reɪndʒ/,射击场，用于发射或驱动各类弹丸；军队在沙漠中设有导弹靶场；任何优质高尔夫俱乐部都会配备练习场供您练习。,,scope;reach;orbit;compass;ambit;mountain range;range of mountains;chain;mountain chain;chain of mountains;image;range of a function;grasp;stove;kitchen stove;kitchen range;cooking stove,,limit | tract | geological formation | facility | assortment | set | capability | kitchen appliance | earshot;rifle range;view | home range | practice range;rifle range;test range | band | sight | charcoal burner;cookstove;electric range;gas range;potbelly;primus stove;spirit stove | hypernyms:extent;limit;tract;geological formation;facility;assortment;set;capability;kitchen appliance | hyponyms:approximate range;confines;contrast;gamut;horizon;internationality;latitude;palette;spectrum;sweep;earshot;rifle range;view;home range;practice range;test range;band;sight;charcoal burner;cookstove;electric range;gas range;potbelly;primus stove;spirit stove,,,托福雅思词汇
range,noun,/reɪndʒ/,多种多样的事物或活动；他回答了一系列问题；藏品的广泛性和多样性给他留下了深刻印象。,,scope;reach;orbit;compass;ambit;mountain range;range of mountains;chain;mountain chain;chain of mountains;image;range of a function;grasp;stove;kitchen stove;kitchen range;cooking stove,,limit | tract | geological formation | facility | assortment | set | capability | kitchen appliance | earshot;rifle range;view | home range | practice range;rifle range;test range | band | sight | charcoal burner;cookstove;electric range;gas range;potbelly;primus stove;spirit stove | hypernyms:extent;limit;tract;geological formation;facility;assortment;set;capability;kitchen appliance | hyponyms:approximate range;confines;contrast;gamut;horizon;internationality;latitude;palette;spectrum;sweep;earshot;rifle range;view;home range;practice range;test range;band;sight;charcoal burner;cookstove;electric range;gas range;potbelly;primus stove;spirit stove,,,托福雅思词汇
range,noun,/reɪndʒ/,有效范围；活动范围；他超出了他们的火力射程。,,scope;reach;orbit;compass;ambit;mountain range;range of mountains;chain;mountain chain;chain of mountains;image;range of a function;grasp;stove;kitchen stove;kitchen range;cooking stove,,limit | tract | geological formation | facility | assortment | set | capability | kitchen appliance | earshot;rifle range;view | home range | practice range;rifle range;test range | band | sight | charcoal burner;cookstove;electric range;gas range;potbelly;primus stove;spirit stove | hypernyms:extent;limit;tract;geological formation;facility;assortment;set;capability;kitchen appliance | hyponyms:approximate range;confines;contrast;gamut;horizon;internationality;latitude;palette;spectrum;sweep;earshot;rifle range;view;home range;practice range;test range;band;sight;charcoal burner;cookstove;electric range;gas range;potbelly;primus stove;spirit stove,,,托福雅思词汇
range,noun,/reɪndʒ/,一片广阔的草地，可供牲畜放牧；他们过去每年春天都会驱赶牛群穿越这片开阔的牧场；他梦想着在牧场上安家。,,scope;reach;orbit;compass;ambit;mountain range;range of mountains;chain;mountain chain;chain of mountains;image;range of a function;grasp;stove;kitchen stove;kitchen range;cooking stove,,limit | tract | geological formation | facility | assortment | set | capability | kitchen appliance | earshot;rifle range;view | home range | practice range;rifle range;test range | band | sight | charcoal burner;cookstove;electric range;gas range;potbelly;primus stove;spirit stove | hypernyms:extent;limit;tract;geological formation;facility;assortment;set;capability;kitchen appliance | hyponyms:approximate range;confines;contrast;gamut;horizon;internationality;latitude;palette;spectrum;sweep;earshot;rifle range;view;home range;practice range;test range;band;sight;charcoal burner;cookstove;electric range;gas range;potbelly;primus stove;spirit stove,,,托福雅思词汇
range,noun,/reɪndʒ/,一系列山丘或山脉；山谷位于两列山丘之间；平原就在山脉之外。,,scope;reach;orbit;compass;ambit;mountain range;range of mountains;chain;mountain chain;chain of mountains;image;range of a function;grasp;stove;kitchen stove;kitchen range;cooking stove,,limit | tract | geological formation | facility | assortment | set | capability | kitchen appliance | earshot;rifle range;view | home range | practice range;rifle range;test range | band | sight | charcoal burner;cookstove;electric range;gas range;potbelly;primus stove;spirit stove | hypernyms:extent;limit;tract;geological formation;facility;assortment;set;capability;kitchen appliance | hyponyms:approximate range;confines;contrast;gamut;horizon;internationality;latitude;palette;spectrum;sweep;earshot;rifle range;view;home range;practice range;test range;band;sight;charcoal burner;cookstove;electric range;gas range;potbelly;primus stove;spirit stove,,,托福雅思词汇
rank,noun,/ɹæŋk/,入口处由一排排警察守卫。,,rank and file;social station;social status;social rank;membership,,status | force | body | place;quality | hypernyms:line;status;force;body | hyponyms:archidiaconate;baronetcy;billionth;dukedom;earldom;eighteenth;eighth;eightieth;eleventh;fifteenth;fifth;fiftieth;first;fortieth;fourteenth;fourth;gradation;grade;hundredth;kingship;last;military rank;millionth;nineteenth;ninetieth;ninth;princedom;second;second class;seventeenth;seventh;seventieth;sixteenth;sixth;sixtieth;tenth;third;thirteenth;thirtieth;thousandth;twelfth;twentieth;viscountcy;place;quality,,,托福雅思词汇
rank,noun,/ɹæŋk/,相对地位；他的薪资由职级和资历决定。,,rank and file;social station;social status;social rank;membership,,status | force | body | place;quality | hypernyms:line;status;force;body | hyponyms:archidiaconate;baronetcy;billionth;dukedom;earldom;eighteenth;eighth;eightieth;eleventh;fifteenth;fifth;fiftieth;first;fortieth;fourteenth;fourth;gradation;grade;hundredth;kingship;last;military rank;millionth;nineteenth;ninetieth;ninth;princedom;second;second class;seventeenth;seventh;seventieth;sixteenth;sixth;sixtieth;tenth;third;thirteenth;thirtieth;thousandth;twelfth;twentieth;viscountcy;place;quality,,,托福雅思词汇
rebuke,noun,/rɪˈbjuːk/,一种批评和谴责的行为或表达；他不得不面带微笑地接受斥责。,,reproof;reproval;reprehension;reprimand,,hypernyms:criticism | hyponyms:admonition;berating;castigation;chiding;correction;lecture;reproach;riot act;what for,,,托福雅思词汇
redundancy,noun,/ɹɪˈdʌndənsi/,无谓重复行为,,redundance,,overplus | configuration | repetition | hypernyms:repetitiveness;overplus;configuration;repetition | hyponyms:fifth wheel,,,托福雅思词汇
redundancy,noun,/ɹɪˈdʌndənsi/,多余且不必要的属性；工业机器人的使用导致了工人的冗余。,,redundance,,overplus | configuration | repetition | hypernyms:repetitiveness;overplus;configuration;repetition | hyponyms:fifth wheel,,,托福雅思词汇
redundancy,noun,/ɹɪˈdʌndənsi/,（电子学）一种系统设计，通过复制组件以在某个组件失效时提供备用方案。,,redundance,,overplus | configuration | repetition | hypernyms:repetitiveness;overplus;configuration;repetition | hyponyms:fifth wheel,,,托福雅思词汇
redundancy,noun,/ɹɪˈdʌndənsi/,重复发送消息以降低传输错误概率,,redundance,,overplus | configuration | repetition | hypernyms:repetitiveness;overplus;configuration;repetition | hyponyms:fifth wheel,,,托福雅思词汇
reform,noun,/rɪˈfɔːm/,纠正弊端后的积极转变；司法改革前，正义曾是待价而沽的商品。,,,,campaign | self-improvement | hypernyms:improvement;campaign;self-improvement | hyponyms:housecleaning;land reform;moralization,,,托福雅思词汇
reform,noun,/rɪˈfɔːm/,戒除恶习以改善行为或道德；家人为酒鬼的改过自新而欢欣鼓舞。,,,,campaign | self-improvement | hypernyms:improvement;campaign;self-improvement | hyponyms:housecleaning;land reform;moralization,,,托福雅思词汇
reform,noun,/rɪˈfɔːm/,一场旨在纠正滥用职权或不当行为的运动；他提出的改革对政客们来说过于激进。,,,,campaign | self-improvement | hypernyms:improvement;campaign;self-improvement | hyponyms:housecleaning;land reform;moralization,,,托福雅思词汇
rehabilitation,noun,/ˌriːəˌbɪlɪˈteɪʃən/,重返社会,,reclamation;renewal,,restoration | vindication | physical therapy | reforestation;urban renewal | hypernyms:restoration;vindication;physical therapy | hyponyms:correctional rehabilitation;physical rehabilitation;vocational rehabilitation;reforestation;urban renewal,,,托福雅思词汇
rehabilitation,noun,/ˌriːəˌbɪlɪˈteɪʃən/,物理残疾的按摩、电疗与运动疗法,,reclamation;renewal,,restoration | vindication | physical therapy | reforestation;urban renewal | hypernyms:restoration;vindication;physical therapy | hyponyms:correctional rehabilitation;physical rehabilitation;vocational rehabilitation;reforestation;urban renewal,,,托福雅思词汇
rehabilitation,noun,/ˌriːəˌbɪlɪˈteɪʃən/,对个人品格的辩护与名誉的恢复,,reclamation;renewal,,restoration | vindication | physical therapy | reforestation;urban renewal | hypernyms:restoration;vindication;physical therapy | hyponyms:correctional rehabilitation;physical rehabilitation;vocational rehabilitation;reforestation;urban renewal,,,托福雅思词汇
release,noun,/rɪˈliːs/,（音乐）终止乐句或音调的方式或手法,,liberation;freeing;handout;press release;dismissal;dismission;discharge;firing;sack;sacking;passing;loss;departure;exit;expiration;going;acquittance;button;outlet;vent;spill;spillage;waiver;tone ending,,accomplishment | natural process | announcement | termination | death | legal document | device | activity | flow | relinquishment | emission | conge;deactivation;dishonorable discharge;honorable discharge;removal;section eight;superannuation | exemption | plosion | hypernyms:merchandise;accomplishment;natural process;announcement;termination;death;legal document;device;activity;flow;relinquishment | hyponyms:clearing;deregulation;emancipation;jail delivery;manumission;parole;probation;relief;unsnarling;emission;conge;deactivation;dishonorable discharge;honorable discharge;removal;section eight;superannuation;exemption;plosion,,,托福雅思词汇
release,noun,/rɪˈliːs/,正式放弃声明书,,liberation;freeing;handout;press release;dismissal;dismission;discharge;firing;sack;sacking;passing;loss;departure;exit;expiration;going;acquittance;button;outlet;vent;spill;spillage;waiver;tone ending,,accomplishment | natural process | announcement | termination | death | legal document | device | activity | flow | relinquishment | emission | conge;deactivation;dishonorable discharge;honorable discharge;removal;section eight;superannuation | exemption | plosion | hypernyms:merchandise;accomplishment;natural process;announcement;termination;death;legal document;device;activity;flow;relinquishment | hyponyms:clearing;deregulation;emancipation;jail delivery;manumission;parole;probation;relief;unsnarling;emission;conge;deactivation;dishonorable discharge;honorable discharge;removal;section eight;superannuation;exemption;plosion,,,托福雅思词汇
release,noun,/rɪˈliːs/,释放或表达创造力或情感的活动；她没有其他情感宣泄的途径；他发泄了他的愤怒。,,liberation;freeing;handout;press release;dismissal;dismission;discharge;firing;sack;sacking;passing;loss;departure;exit;expiration;going;acquittance;button;outlet;vent;spill;spillage;waiver;tone ending,,accomplishment | natural process | announcement | termination | death | legal document | device | activity | flow | relinquishment | emission | conge;deactivation;dishonorable discharge;honorable discharge;removal;section eight;superannuation | exemption | plosion | hypernyms:merchandise;accomplishment;natural process;announcement;termination;death;legal document;device;activity;flow;relinquishment | hyponyms:clearing;deregulation;emancipation;jail delivery;manumission;parole;probation;relief;unsnarling;emission;conge;deactivation;dishonorable discharge;honorable discharge;removal;section eight;superannuation;exemption;plosion,,,托福雅思词汇
release,noun,/rɪˈliːs/,公开发行或公开展示的商品（尤指唱片或电影）；伦敦交响乐团新发行的作品。,,liberation;freeing;handout;press release;dismissal;dismission;discharge;firing;sack;sacking;passing;loss;departure;exit;expiration;going;acquittance;button;outlet;vent;spill;spillage;waiver;tone ending,,accomplishment | natural process | announcement | termination | death | legal document | device | activity | flow | relinquishment | emission | conge;deactivation;dishonorable discharge;honorable discharge;removal;section eight;superannuation | exemption | plosion | hypernyms:merchandise;accomplishment;natural process;announcement;termination;death;legal document;device;activity;flow;relinquishment | hyponyms:clearing;deregulation;emancipation;jail delivery;manumission;parole;probation;relief;unsnarling;emission;conge;deactivation;dishonorable discharge;honorable discharge;removal;section eight;superannuation;exemption;plosion,,,托福雅思词汇
release,noun,/rɪˈliːs/,按下即释放部分机械装置的设备,,liberation;freeing;handout;press release;dismissal;dismission;discharge;firing;sack;sacking;passing;loss;departure;exit;expiration;going;acquittance;button;outlet;vent;spill;spillage;waiver;tone ending,,accomplishment | natural process | announcement | termination | death | legal document | device | activity | flow | relinquishment | emission | conge;deactivation;dishonorable discharge;honorable discharge;removal;section eight;superannuation | exemption | plosion | hypernyms:merchandise;accomplishment;natural process;announcement;termination;death;legal document;device;activity;flow;relinquishment | hyponyms:clearing;deregulation;emancipation;jail delivery;manumission;parole;probation;relief;unsnarling;emission;conge;deactivation;dishonorable discharge;honorable discharge;removal;section eight;superannuation;exemption;plosion,,,托福雅思词汇
release,noun,/rɪˈliːs/,释放过程；氧气突然释放；甲状腺释放碘。,,liberation;freeing;handout;press release;dismissal;dismission;discharge;firing;sack;sacking;passing;loss;departure;exit;expiration;going;acquittance;button;outlet;vent;spill;spillage;waiver;tone ending,,accomplishment | natural process | announcement | termination | death | legal document | device | activity | flow | relinquishment | emission | conge;deactivation;dishonorable discharge;honorable discharge;removal;section eight;superannuation | exemption | plosion | hypernyms:merchandise;accomplishment;natural process;announcement;termination;death;legal document;device;activity;flow;relinquishment | hyponyms:clearing;deregulation;emancipation;jail delivery;manumission;parole;probation;relief;unsnarling;emission;conge;deactivation;dishonorable discharge;honorable discharge;removal;section eight;superannuation;exemption;plosion,,,托福雅思词汇
reproach,noun,/rɪˈprəʊtʃ/,温和的责备或批评；斥责之词,,,,shame | hypernyms:rebuke;shame | hyponyms:blame;self-reproach,,,托福雅思词汇
reproach,noun,/rɪˈprəʊtʃ/,他给家族带来了耻辱。,,,,shame | hypernyms:rebuke;shame | hyponyms:blame;self-reproach,,,托福雅思词汇
scarcity,noun,/ˈskeəsɪti/,微薄不足,,scarceness,abundance,hypernyms:insufficiency | hyponyms:dearth;rarity,,,托福雅思词汇
section,noun,ˈsɛkʃən,构成整体物体的多个部分之一；鱼竿的一节；地下使用了金属管段；完成了道路的最后一段。,,subdivision;segment;part;division;plane section;discussion section;department;incision;surgical incision,,slice | area | part | team | concept | square mile | class | musical organization | army unit | division | segment | cut | outskirts;vicinity | bend;dado;leaf;length;straightaway;subsection | beginning;chukker;component;end;final period;first period;frame;game;half;high point;inning;middle;over;period;quarter;second period;turn | cross section | brass section;percussion section;reed section;string section | academic department;business department;government department;payroll;personnel department;security | gastromy;laparotomy;nephrotomy;orchotomy;perineotomy;sclerotomy;thoracotomy;valvotomy;vasotomy;venesection | hypernyms:music;writing;slice;area;part;team;concept;square mile;class;musical organization;army unit;division;segment;cut | hyponyms:above;article;book;canto;chapter;conclusion;development;episode;exposition;insert;introduction;lead;mezuzah;narration;obbligato;passage;recapitulation;sports section;spot;sura;outskirts;vicinity;bend;dado;leaf;length;straightaway;subsection;beginning;chukker;component;end;final period;first period;frame;game;half;high point;inning;middle;over;period;quarter;second period;turn;cross section;brass section;percussion section;reed section;string section;academic department;business department;government department;payroll;personnel department;security;gastromy;laparotomy;nephrotomy;orchotomy;perineotomy;sclerotomy;thoracotomy;valvotomy;vasotomy;venesection,,,托福雅思词汇
section,noun,ˈsɛkʃən,较大作品（书面或音乐）中独立的部分；他总是先翻到商业版块；这部作品的背景将在下一部分讨论。,,subdivision;segment;part;division;plane section;discussion section;department;incision;surgical incision,,slice | area | part | team | concept | square mile | class | musical organization | army unit | division | segment | cut | outskirts;vicinity | bend;dado;leaf;length;straightaway;subsection | beginning;chukker;component;end;final period;first period;frame;game;half;high point;inning;middle;over;period;quarter;second period;turn | cross section | brass section;percussion section;reed section;string section | academic department;business department;government department;payroll;personnel department;security | gastromy;laparotomy;nephrotomy;orchotomy;perineotomy;sclerotomy;thoracotomy;valvotomy;vasotomy;venesection | hypernyms:music;writing;slice;area;part;team;concept;square mile;class;musical organization;army unit;division;segment;cut | hyponyms:above;article;book;canto;chapter;conclusion;development;episode;exposition;insert;introduction;lead;mezuzah;narration;obbligato;passage;recapitulation;sports section;spot;sura;outskirts;vicinity;bend;dado;leaf;length;straightaway;subsection;beginning;chukker;component;end;final period;first period;frame;game;half;high point;inning;middle;over;period;quarter;second period;turn;cross section;brass section;percussion section;reed section;string section;academic department;business department;government department;payroll;personnel department;security;gastromy;laparotomy;nephrotomy;orchotomy;perineotomy;sclerotomy;thoracotomy;valvotomy;vasotomy;venesection,,,托福雅思词汇
section,noun,ˈsɛkʃən,他吃了一瓣橙子。,,subdivision;segment;part;division;plane section;discussion section;department;incision;surgical incision,,slice | area | part | team | concept | square mile | class | musical organization | army unit | division | segment | cut | outskirts;vicinity | bend;dado;leaf;length;straightaway;subsection | beginning;chukker;component;end;final period;first period;frame;game;half;high point;inning;middle;over;period;quarter;second period;turn | cross section | brass section;percussion section;reed section;string section | academic department;business department;government department;payroll;personnel department;security | gastromy;laparotomy;nephrotomy;orchotomy;perineotomy;sclerotomy;thoracotomy;valvotomy;vasotomy;venesection | hypernyms:music;writing;slice;area;part;team;concept;square mile;class;musical organization;army unit;division;segment;cut | hyponyms:above;article;book;canto;chapter;conclusion;development;episode;exposition;insert;introduction;lead;mezuzah;narration;obbligato;passage;recapitulation;sports section;spot;sura;outskirts;vicinity;bend;dado;leaf;length;straightaway;subsection;beginning;chukker;component;end;final period;first period;frame;game;half;high point;inning;middle;over;period;quarter;second period;turn;cross section;brass section;percussion section;reed section;string section;academic department;business department;government department;payroll;personnel department;security;gastromy;laparotomy;nephrotomy;orchotomy;perineotomy;sclerotomy;thoracotomy;valvotomy;vasotomy;venesection,,,托福雅思词汇
section,noun,ˈsɛkʃən,作为警察排的一部分工作的一小队警察,,subdivision;segment;part;division;plane section;discussion section;department;incision;surgical incision,,slice | area | part | team | concept | square mile | class | musical organization | army unit | division | segment | cut | outskirts;vicinity | bend;dado;leaf;length;straightaway;subsection | beginning;chukker;component;end;final period;first period;frame;game;half;high point;inning;middle;over;period;quarter;second period;turn | cross section | brass section;percussion section;reed section;string section | academic department;business department;government department;payroll;personnel department;security | gastromy;laparotomy;nephrotomy;orchotomy;perineotomy;sclerotomy;thoracotomy;valvotomy;vasotomy;venesection | hypernyms:music;writing;slice;area;part;team;concept;square mile;class;musical organization;army unit;division;segment;cut | hyponyms:above;article;book;canto;chapter;conclusion;development;episode;exposition;insert;introduction;lead;mezuzah;narration;obbligato;passage;recapitulation;sports section;spot;sura;outskirts;vicinity;bend;dado;leaf;length;straightaway;subsection;beginning;chukker;component;end;final period;first period;frame;game;half;high point;inning;middle;over;period;quarter;second period;turn;cross section;brass section;percussion section;reed section;string section;academic department;business department;government department;payroll;personnel department;security;gastromy;laparotomy;nephrotomy;orchotomy;perineotomy;sclerotomy;thoracotomy;valvotomy;vasotomy;venesection,,,托福雅思词汇
section,noun,ˈsɛkʃən,一支通常具有特殊职能的小型军事单位,,subdivision;segment;part;division;plane section;discussion section;department;incision;surgical incision,,slice | area | part | team | concept | square mile | class | musical organization | army unit | division | segment | cut | outskirts;vicinity | bend;dado;leaf;length;straightaway;subsection | beginning;chukker;component;end;final period;first period;frame;game;half;high point;inning;middle;over;period;quarter;second period;turn | cross section | brass section;percussion section;reed section;string section | academic department;business department;government department;payroll;personnel department;security | gastromy;laparotomy;nephrotomy;orchotomy;perineotomy;sclerotomy;thoracotomy;valvotomy;vasotomy;venesection | hypernyms:music;writing;slice;area;part;team;concept;square mile;class;musical organization;army unit;division;segment;cut | hyponyms:above;article;book;canto;chapter;conclusion;development;episode;exposition;insert;introduction;lead;mezuzah;narration;obbligato;passage;recapitulation;sports section;spot;sura;outskirts;vicinity;bend;dado;leaf;length;straightaway;subsection;beginning;chukker;component;end;final period;first period;frame;game;half;high point;inning;middle;over;period;quarter;second period;turn;cross section;brass section;percussion section;reed section;string section;academic department;business department;government department;payroll;personnel department;security;gastromy;laparotomy;nephrotomy;orchotomy;perineotomy;sclerotomy;thoracotomy;valvotomy;vasotomy;venesection,,,托福雅思词汇
section,noun,ˈsɛkʃən,管弦乐队中按同类乐器划分的声部,,subdivision;segment;part;division;plane section;discussion section;department;incision;surgical incision,,slice | area | part | team | concept | square mile | class | musical organization | army unit | division | segment | cut | outskirts;vicinity | bend;dado;leaf;length;straightaway;subsection | beginning;chukker;component;end;final period;first period;frame;game;half;high point;inning;middle;over;period;quarter;second period;turn | cross section | brass section;percussion section;reed section;string section | academic department;business department;government department;payroll;personnel department;security | gastromy;laparotomy;nephrotomy;orchotomy;perineotomy;sclerotomy;thoracotomy;valvotomy;vasotomy;venesection | hypernyms:music;writing;slice;area;part;team;concept;square mile;class;musical organization;army unit;division;segment;cut | hyponyms:above;article;book;canto;chapter;conclusion;development;episode;exposition;insert;introduction;lead;mezuzah;narration;obbligato;passage;recapitulation;sports section;spot;sura;outskirts;vicinity;bend;dado;leaf;length;straightaway;subsection;beginning;chukker;component;end;final period;first period;frame;game;half;high point;inning;middle;over;period;quarter;second period;turn;cross section;brass section;percussion section;reed section;string section;academic department;business department;government department;payroll;personnel department;security;gastromy;laparotomy;nephrotomy;orchotomy;perineotomy;sclerotomy;thoracotomy;valvotomy;vasotomy;venesection,,,托福雅思词汇
